-12.618	-2.80155	0.11081	0.127057	0.114976	0.131223	0.234534	0.156217	0.125182
2.41487	-9.01073	0.0515958	0.0516813	0.053136	0.0483443	0.051938	0.0675965	0.675708
1.14577	9.78238	0.099984	0.102512	0.335176	0.163007	0.0958774	0.103301	0.100142
6.81668	-10.1616	0.100983	0.126456	0.104985	0.118996	0.110626	0.122999	0.314956
-1.22112	13.4729	0.109919	0.124152	0.176264	0.195752	0.137946	0.126341	0.129626
11.2219	-3.2432	0.102811	0.29105	0.119268	0.110022	0.123151	0.116864	0.136834
9.50495	13.1654	0.114687	0.166465	0.187999	0.136221	0.12001	0.140818	0.133801
-4.03026	0.947229	0.264493	0.0954775	0.0742737	0.126118	0.270376	0.0921681	0.0770927
4.71772	-0.586232	0.15275	0.447983	0.0774227	0.0701936	0.0843373	0.068308	0.0990048
2.78726	-17.5067	0.113714	0.140563	0.131614	0.131614	0.130561	0.169518	0.182416
5.32999	-2.86766	0.119918	0.29883	0.0822777	0.0819158	0.0904815	0.0814332	0.245144
-8.63817	-1.62527	0.0412485	0.0409534	0.0418388	0.0430932	0.738194	0.0548997	0.0397727
12.0369	7.5301	0.122763	0.169422	0.175311	0.139751	0.133862	0.130464	0.128426
-13.1622	3.69108	0.11195	0.13705	0.122168	0.159707	0.207686	0.139716	0.121724
-15.8382	-4.30628	0.112784	0.141165	0.119694	0.146101	0.191017	0.156959	0.13228
-1.11836	15.9343	0.118189	0.137845	0.167206	0.176412	0.137099	0.124409	0.13884
10.2075	2.68054	0.0813376	0.421729	0.117406	0.0912676	0.094334	0.0962327	0.0976927
-3.8616	0.256542	0.302065	0.0970717	0.074437	0.101505	0.255513	0.0953215	0.0740869
-12.5705	-3.25571	0.1196	0.125559	0.120238	0.131305	0.227708	0.147691	0.127899
-15.0106	3.25397	0.11819	0.142954	0.135074	0.155561	0.182575	0.143179	0.122467
3.46101	1.75795	0.318762	0.175975	0.158018	0.0818577	0.0931269	0.0849535	0.0873066
3.71239	15.3184	0.118903	0.147052	0.179568	0.149236	0.136132	0.143169	0.12594
9.50287	13.925	0.111874	0.15103	0.181541	0.155352	0.133486	0.137046	0.129672
1.5235	-6.93707	0.0538007	0.0488817	0.0474214	0.0500346	0.0444239	0.0815463	0.673891
3.61151	6.42415	0.0439811	0.050561	0.74671	0.0442582	0.0371936	0.0416955	0.0356005
9.95169	7.05493	0.11833	0.178411	0.211202	0.133605	0.115886	0.121792	0.120774
7.50029	3.62066	0.0898934	0.374048	0.194896	0.0841798	0.0882427	0.0916709	0.0770696
6.19066	-4.18095	0.100551	0.193125	0.081896	0.0863545	0.0814267	0.0824826	0.374164
-12.854	-12.6999	0.112398	0.13214	0.142406	0.133983	0.166096	0.179521	0.133456
2.88725	-13.8676	0.122328	0.13347	0.133925	0.12915	0.128922	0.157799	0.194407
8.3283	8.26862	0.103304	0.141794	0.288853	0.119099	0.118736	0.11329	0.114924
-6.77275	-12.7988	0.119248	0.125221	0.130752	0.123672	0.15	0.209735	0.141372
